,peak_ind,gene_ind
5156,145,5371
5157,146,114
5158,146,215
5159,146,222
5160,146,259
5161,146,305
5162,146,307
5163,146,327
5164,146,338
5165,146,340
5166,146,342
5167,146,346
5168,146,359
5169,146,368
5170,146,404
5171,146,428
5172,146,444
5173,146,447
5174,146,487
5175,146,521
5176,146,555
5177,146,578
5178,146,599
5179,146,609
5180,146,638
5181,146,698
5182,146,725
5183,146,726
5184,146,779
5185,146,787
5186,146,793
5187,146,814
5188,146,834
5189,146,839
5190,146,853
5191,146,908
5192,146,910
5193,146,936
5194,146,954
5195,146,1032
5196,146,1040
5197,146,1043
5198,146,1055
5199,146,1146
5200,146,1241
5201,146,1275
5202,146,1291
5203,146,1292
5204,146,1298
5205,146,1328
5206,146,1441
5207,146,1448
5208,146,1461
5209,146,1498
5210,146,1538
5211,146,1545
5212,146,1581
5213,146,1664
5214,146,1686
5215,146,1699
5216,146,1719
5217,146,1789
5218,146,1827
5219,146,1858
5220,146,1864
5221,146,1955
5222,146,1970
5223,146,2109
5224,146,2137
5225,146,2157
5226,146,2173
5227,146,2181
5228,146,2274
5229,146,2282
5230,146,2285
5231,146,2297
5232,146,2313
5233,146,2324
5234,146,2378
5235,146,2382
5236,146,2421
5237,146,2424
5238,146,2427
5239,146,2531
5240,146,2645
5241,146,2647
5242,146,2676
5243,146,2690
5244,146,2729
5245,146,2779
5246,146,2783
5247,146,2816
5248,146,2867
5249,146,2895
5250,146,2917
5251,146,2997
5252,146,3078
5253,146,3175
5254,146,3226
5255,146,3335
5256,146,3360
5257,146,3399
5258,146,3457
5259,146,3482
5260,146,3502
5261,146,3506
5262,146,3510
5263,146,3609
5264,146,3729
5265,146,3760
5266,146,3862
5267,146,3894
5268,146,3916
5269,146,3950
5270,146,3971
5271,146,3987
5272,146,3993
5273,146,4008
5274,146,4014
5275,146,4031
5276,146,4120
5277,146,4311
5278,146,4449
5279,146,4508
5280,146,4546
5281,146,5010
5282,146,5054
5283,146,5162
5284,146,5371
5285,146,5977
5286,147,7
5287,147,14
5288,147,15
5289,147,19
5290,147,25
5291,147,32
5292,147,34
5293,147,36
5294,147,38
5295,147,44
5296,147,50
5297,147,61
5298,147,63
5299,147,71
5300,147,73
5301,147,86
5302,147,108
5303,147,116
5304,147,120
5305,147,128
5306,147,138
5307,147,142
5308,147,160
5309,147,177
5310,147,195
5311,147,209
5312,147,247
5313,147,256
5314,147,286
5315,147,530
5316,147,627
5317,147,675
5318,147,728
5319,147,761
5320,147,771
5321,147,822
5322,147,849
5323,147,896
5324,147,1042
5325,147,1151
5326,147,1321
5327,147,1661
5328,147,2233
5329,148,15
5330,148,25
5331,148,63
5332,148,120
5333,149,215
5334,149,222
5335,149,259
5336,149,305
5337,149,307
5338,149,327
5339,149,338
5340,149,340
5341,149,342
5342,149,346
5343,149,359
5344,149,368
5345,149,428
5346,149,444
5347,149,487
5348,149,521
5349,149,548
5350,149,599
5351,149,698
5352,149,725
5353,149,726
5354,149,743
5355,149,779
5356,149,787
5357,149,793
5358,149,839
5359,149,853
5360,149,900
5361,149,910
5362,149,936
5363,149,941
5364,149,954
5365,149,1040
5366,149,1146
5367,149,1292
5368,149,1312
5369,149,1495
5370,149,1498
5371,149,1505
5372,149,1539
5373,149,1545
5374,149,1686
5375,149,1689
5376,149,1789
5377,149,1827
5378,149,1864
5379,149,1970
5380,149,2270
5381,149,2297
5382,149,2375
5383,149,2421
5384,149,2427
5385,149,2467
5386,149,2779
5387,149,3301
5388,149,3399
5389,149,3482
5390,149,4031
5391,149,4941
5392,152,4
5393,152,62
5394,152,194
5395,152,248
5396,152,367
5397,152,984
5398,153,3
5399,153,20
5400,153,48
5401,153,66
5402,153,76
5403,153,79
5404,153,82
5405,153,98
5406,153,121
5407,153,126
5408,153,129
5409,153,171
5410,153,234
5411,153,242
5412,153,250
5413,153,306
5414,153,361
5415,153,378
5416,153,429
5417,153,668
5418,153,1101
5419,157,338
5420,157,340
5421,157,368
5422,157,599
5423,157,726
5424,157,793
5425,157,839
5426,157,936
5427,157,1040
5428,158,48
5429,158,66
5430,158,76
5431,158,79
5432,160,114
5433,160,187
5434,160,196
5435,160,215
5436,160,222
5437,160,259
5438,160,305
5439,160,307
5440,160,322
5441,160,327
5442,160,338
5443,160,340
5444,160,342
5445,160,346
5446,160,359
5447,160,368
5448,160,404
5449,160,428
5450,160,444
5451,160,447
5452,160,487
5453,160,521
5454,160,555
5455,160,578
5456,160,599
5457,160,609
5458,160,698
5459,160,725
5460,160,726
5461,160,743
5462,160,779
5463,160,787
5464,160,793
5465,160,814
5466,160,821
5467,160,834
5468,160,839
5469,160,853
5470,160,856
5471,160,900
5472,160,908
5473,160,910
5474,160,936
5475,160,954
5476,160,1032
5477,160,1040
5478,160,1043
5479,160,1055
5480,160,1100
5481,160,1146
5482,160,1163
5483,160,1229
5484,160,1231
5485,160,1241
5486,160,1275
5487,160,1291
5488,160,1292
5489,160,1298
5490,160,1312
5491,160,1328
5492,160,1334
5493,160,1342
5494,160,1344
5495,160,1441
5496,160,1448
5497,160,1495
5498,160,1498
5499,160,1505
5500,160,1506
5501,160,1538
5502,160,1545
5503,160,1562
5504,160,1633
5505,160,1646
5506,160,1664
5507,160,1686
5508,160,1689
5509,160,1699
5510,160,1719
5511,160,1744
5512,160,1789
5513,160,1827
5514,160,1858
5515,160,1864
5516,160,1955
5517,160,1970
5518,160,2109
5519,160,2122
5520,160,2127
5521,160,2137
5522,160,2157
5523,160,2173
5524,160,2181
5525,160,2223
5526,160,2270
5527,160,2274
5528,160,2282
5529,160,2285
5530,160,2297
5531,160,2313
5532,160,2324
5533,160,2375
5534,160,2378
5535,160,2382
5536,160,2421
5537,160,2424
5538,160,2427
5539,160,2528
5540,160,2645
5541,160,2647
5542,160,2690
5543,160,2729
5544,160,2779
5545,160,2783
5546,160,2816
5547,160,2867
5548,160,2890
5549,160,2895
5550,160,2917
5551,160,2950
5552,160,2997
5553,160,3024
5554,160,3175
5555,160,3243
5556,160,3301
5557,160,3326
5558,160,3335
5559,160,3360
5560,160,3399
5561,160,3457
5562,160,3482
5563,160,3506
5564,160,3510
5565,160,3562
5566,160,3609
5567,160,3729
5568,160,3857
5569,160,3862
5570,160,3894
5571,160,3950
5572,160,3971
5573,160,4031
5574,160,4449
5575,160,4546
5576,160,4654
5577,160,5010
5578,160,5054
5579,160,5130
5580,160,5162
5581,160,5164
5582,160,5371
5583,160,5795
5584,160,5921
5585,160,5977
5586,162,3
5587,162,12
5588,162,20
5589,162,48
5590,162,66
5591,162,76
5592,162,79
5593,162,82
5594,162,98
5595,162,126
5596,162,129
5597,162,148
5598,162,171
5599,162,234
5600,162,242
5601,162,250
5602,162,306
5603,162,378
5604,162,429
5605,162,668
5606,162,768
5607,162,1101
5608,162,1757
5609,162,2089
5610,163,8715
5611,163,8968
5612,164,4
5613,164,30
5614,164,31
5615,164,62
5616,164,106
5617,164,119
5618,164,186
5619,164,193
5620,164,194
5621,164,263
5622,164,277
5623,164,284
5624,164,292
5625,164,367
5626,164,405
5627,164,553
5628,164,596
5629,165,104
5630,165,114
5631,165,157
5632,165,196
5633,165,233
5634,165,260
5635,165,262
5636,165,285
5637,165,305
5638,165,322
5639,165,330
5640,165,359
5641,165,381
5642,165,386
5643,165,404
5644,165,409
5645,165,423
5646,165,430
5647,165,444
5648,165,447
5649,165,483
5650,165,488
5651,165,533
5652,165,555
5653,165,561
5654,165,578
5655,165,597
5656,165,599
5657,165,604
5658,165,609
5659,165,640
5660,165,686
5661,165,743
5662,165,774
5663,165,814
5664,165,817
5665,165,834
5666,165,855
5667,165,856
5668,165,908
5669,165,948
5670,165,978
5671,165,998
5672,165,1009
5673,165,1010
5674,165,1043
5675,165,1055
5676,165,1058
5677,165,1059
5678,165,1064
5679,165,1097
5680,165,1100
5681,165,1102
5682,165,1125
5683,165,1155
5684,165,1163
5685,165,1178
5686,165,1199
5687,165,1210
5688,165,1229
5689,165,1231
5690,165,1236
5691,165,1249
5692,165,1275
5693,165,1286
5694,165,1314
5695,165,1327
5696,165,1334
5697,165,1335
5698,165,1342
5699,165,1344
5700,165,1441
5701,165,1460
5702,165,1466
5703,165,1469
5704,165,1504
5705,165,1506
5706,165,1509
5707,165,1535
5708,165,1537
5709,165,1538
5710,165,1545
5711,165,1549
5712,165,1561
5713,165,1562
5714,165,1563
5715,165,1567
5716,165,1574
5717,165,1625
5718,165,1646
5719,165,1725
5720,165,1789
5721,165,1803
5722,165,1807
5723,165,1812
5724,165,1851
5725,165,1862
5726,165,1864
5727,165,1955
5728,165,1976
5729,165,1996
5730,165,2091
5731,165,2092
5732,165,2122
5733,165,2127
5734,165,2137
5735,165,2155
5736,165,2173
5737,165,2210
5738,165,2214
5739,165,2223
5740,165,2282
5741,165,2327
5742,165,2341
5743,165,2382
5744,165,2387
5745,165,2419
5746,165,2421
5747,165,2528
5748,165,2614
5749,165,2656
5750,165,2674
5751,165,2686
5752,165,2689
5753,165,2772
5754,165,2785
5755,165,2792
5756,165,2793
5757,165,2797
5758,165,2841
5759,165,2867
5760,165,2872
5761,165,2917
5762,165,2967
5763,165,2975
5764,165,3000
5765,165,3024
5766,165,3087
5767,165,3170
5768,165,3209
5769,165,3243
5770,165,3308
5771,165,3335
5772,165,3358
5773,165,3382
5774,165,3399
5775,165,3421
5776,165,3450
5777,165,3479
5778,165,3506
5779,165,3518
5780,165,3520
5781,165,3562
5782,165,3564
5783,165,3574
5784,165,3593
5785,165,3603
5786,165,3723
5787,165,3725
5788,165,3731
5789,165,3753
5790,165,3809
5791,165,3904
5792,165,3964
5793,165,3980
5794,165,4132
5795,165,4262
5796,165,4294
5797,165,4369
5798,165,4451
5799,165,4466
5800,165,4579
5801,165,4631
5802,165,4654
5803,165,4671
5804,165,4762
5805,165,4834
5806,165,4839
5807,165,4842
5808,165,4941
5809,165,5130
5810,165,5145
5811,165,5164
5812,165,5262
5813,165,5266
5814,165,5376
5815,165,5399
5816,165,5407
5817,165,5421
5818,165,5423
5819,165,5430
5820,165,5489
5821,165,5545
5822,165,5620
5823,165,5639
5824,165,5645
5825,165,6062
5826,165,6204
5827,165,6255
5828,165,6277
5829,165,6377
5830,165,6739
5831,166,7
5832,166,14
5833,166,15
5834,166,19
5835,166,25
5836,166,32
5837,166,34
5838,166,35
5839,166,36
5840,166,38
5841,166,44
5842,166,50
5843,166,61
5844,166,63
5845,166,71
5846,166,73
5847,166,86
5848,166,108
5849,166,116
5850,166,117
5851,166,120
5852,166,128
5853,166,138
5854,166,142
5855,166,160
5856,166,164
5857,166,167
5858,166,177
5859,166,195
5860,166,209
5861,166,256
5862,166,530
5863,166,544
5864,166,675
5865,166,761
5866,166,822
5867,166,849
5868,166,896
5869,166,1042
5870,166,1661
5871,166,1758
5872,166,4655
5873,167,7426
5874,168,42
5875,168,104
5876,168,114
5877,168,157
5878,168,185
5879,168,196
5880,168,233
5881,168,260
5882,168,262
5883,168,285
5884,168,305
5885,168,322
5886,168,330
5887,168,359
5888,168,381
5889,168,386
5890,168,404
5891,168,409
5892,168,423
5893,168,430
5894,168,444
5895,168,447
5896,168,483
5897,168,488
5898,168,533
5899,168,555
5900,168,561
5901,168,578
5902,168,604
5903,168,609
5904,168,640
5905,168,686
5906,168,743
5907,168,774
5908,168,814
5909,168,817
5910,168,834
5911,168,856
5912,168,908
5913,168,948
5914,168,978
5915,168,983
5916,168,998
5917,168,1009
5918,168,1043
5919,168,1058
5920,168,1059
5921,168,1064
5922,168,1097
5923,168,1100
5924,168,1125
5925,168,1155
5926,168,1163
5927,168,1178
5928,168,1199
5929,168,1229
5930,168,1231
5931,168,1236
5932,168,1249
5933,168,1275
5934,168,1286
5935,168,1314
5936,168,1327
5937,168,1334
5938,168,1335
5939,168,1342
5940,168,1344
5941,168,1441
5942,168,1460
5943,168,1466
5944,168,1469
5945,168,1509
5946,168,1535
5947,168,1537
5948,168,1538
5949,168,1549
5950,168,1561
5951,168,1562
5952,168,1567
5953,168,1574
5954,168,1625
5955,168,1646
5956,168,1675
5957,168,1725
5958,168,1789
5959,168,1790
5960,168,1803
5961,168,1807
5962,168,1812
5963,168,1851
5964,168,1862
5965,168,1955
5966,168,1996
5967,168,2091
5968,168,2092
5969,168,2122
5970,168,2127
5971,168,2137
5972,168,2155
5973,168,2210
5974,168,2214
5975,168,2223
5976,168,2282
5977,168,2283
5978,168,2327
5979,168,2382
5980,168,2387
5981,168,2419
5982,168,2528
5983,168,2674
5984,168,2686
5985,168,2772
5986,168,2785
5987,168,2792
5988,168,2793
5989,168,2797
5990,168,2841
5991,168,2872
5992,168,2920
5993,168,2967
5994,168,2975
5995,168,3024
5996,168,3087
5997,168,3170
5998,168,3209
5999,168,3243
6000,168,3308
6001,168,3335
6002,168,3382
6003,168,3421
6004,168,3450
6005,168,3479
6006,168,3518
6007,168,3520
6008,168,3562
6009,168,3564
6010,168,3574
6011,168,3593
6012,168,3603
6013,168,3723
6014,168,3731
6015,168,3753
6016,168,3904
6017,168,3980
6018,168,4132
6019,168,4262
6020,168,4294
6021,168,4369
6022,168,4451
6023,168,4579
6024,168,4654
6025,168,4671
6026,168,4762
6027,168,4834
6028,168,4839
6029,168,4842
6030,168,4941
6031,168,5130
6032,168,5145
6033,168,5164
6034,168,5275
6035,168,5344
6036,168,5376
6037,168,5399
6038,168,5421
6039,168,5489
6040,168,5545
6041,168,5620
6042,168,5639
6043,168,5645
6044,168,6062
6045,168,6204
6046,168,6255
6047,168,6377
6048,169,187
6049,169,215
6050,169,222
6051,169,259
6052,169,305
6053,169,307
6054,169,327
6055,169,338
6056,169,340
6057,169,342
6058,169,346
6059,169,359
6060,169,368
6061,169,428
6062,169,473
6063,169,478
6064,169,487
6065,169,521
6066,169,548
6067,169,599
6068,169,698
6069,169,725
6070,169,726
6071,169,765
6072,169,779
6073,169,787
6074,169,793
6075,169,821
6076,169,839
6077,169,853
6078,169,900
6079,169,910
6080,169,936
6081,169,941
6082,169,954
6083,169,1040
6084,169,1146
6085,169,1292
6086,169,1293
6087,169,1312
6088,169,1481
6089,169,1495
6090,169,1498
6091,169,1505
6092,169,1538
6093,169,1539
6094,169,1545
6095,169,1633
6096,169,1664
6097,169,1678
6098,169,1686
6099,169,1689
6100,169,1750
6101,169,1789
6102,169,1864
6103,169,1970
6104,169,2173
6105,169,2270
6106,169,2297
6107,169,2375
6108,169,2421
6109,169,2427
6110,169,2467
6111,169,2647
6112,169,2890
6113,169,2917
6114,169,3301
6115,169,3399
6116,169,3624
6117,169,3777
6118,169,4031
6119,169,4941
6120,169,5054
6121,169,5977
6122,170,7
6123,170,14
6124,170,15
6125,170,19
6126,170,25
6127,170,32
6128,170,34
6129,170,36
6130,170,38
6131,170,40
6132,170,44
6133,170,50
6134,170,53
6135,170,61
6136,170,63
6137,170,71
6138,170,73
6139,170,86
6140,170,108
6141,170,116
6142,170,117
6143,170,120
6144,170,128
6145,170,138
6146,170,142
6147,170,164
6148,170,167
6149,170,177
6150,170,195
6151,170,209
6152,170,247
6153,170,256
6154,170,286
6155,170,544
6156,170,612
6157,170,627
6158,170,675
6159,170,728
6160,170,761
6161,170,849
6162,170,896
6163,170,945
6164,170,1042
6165,170,1141
6166,170,1151
6167,170,1321
6168,170,1661
6169,170,1758
6170,170,2233
6171,170,4038
6172,171,359
6173,171,609
6174,172,4
6175,172,31
6176,172,62
6177,172,119
6178,172,193
6179,172,194
6180,172,207
6181,172,248
6182,172,263
6183,172,284
6184,172,292
6185,172,367
6186,172,507
6187,172,596
6188,174,7120
6189,174,7481
6190,174,7561
6191,174,8730
6192,174,8882
6193,174,9291
6194,175,259
6195,175,327
6196,175,338
6197,175,340
6198,175,342
6199,175,346
6200,175,368
6201,175,428
6202,175,521
6203,175,599
6204,175,698
6205,175,725
6206,175,726
6207,175,793
6208,175,839
6209,175,910
6210,175,936
6211,176,4
6212,176,30
6213,176,31
6214,176,62
6215,176,119
6216,176,194
6217,176,292
6218,176,333
6219,176,367
6220,176,428
6221,176,553
6222,177,4
6223,177,30
6224,177,31
6225,177,62
6226,177,119
6227,177,292
6228,177,340
6229,177,405
6230,177,507
6231,177,839
6232,178,4
6233,178,30
6234,178,31
6235,178,62
6236,178,106
6237,178,119
6238,178,186
6239,178,194
6240,178,248
6241,178,263
6242,178,277
6243,178,292
6244,178,333
6245,178,367
6246,178,405
6247,178,507
6248,178,540
6249,178,553
6250,178,596
6251,178,1855
6252,179,4
6253,179,31
6254,179,62
6255,179,193
6256,179,194
6257,179,248
6258,179,284
6259,180,187
6260,180,213
6261,180,215
6262,180,222
6263,180,228
6264,180,259
6265,180,305
6266,180,307
6267,180,323
6268,180,327
6269,180,338
6270,180,340
6271,180,342
6272,180,346
6273,180,368
6274,180,428
6275,180,444
6276,180,473
6277,180,478
6278,180,487
6279,180,521
6280,180,548
6281,180,599
6282,180,609
6283,180,698
6284,180,725
6285,180,726
6286,180,743
6287,180,765
6288,180,779
6289,180,787
6290,180,793
6291,180,821
6292,180,839
6293,180,853
6294,180,900
6295,180,910
6296,180,936
6297,180,941
6298,180,954
6299,180,1032
6300,180,1040
6301,180,1146
6302,180,1291
6303,180,1292
6304,180,1331
6305,180,1448
6306,180,1481
6307,180,1495
6308,180,1498
6309,180,1505
6310,180,1538
6311,180,1539
6312,180,1545
6313,180,1633
6314,180,1664
6315,180,1678
6316,180,1686
6317,180,1689
6318,180,1699
6319,180,1719
6320,180,1750
6321,180,1789
6322,180,1794
6323,180,1827
6324,180,1864
6325,180,1970
6326,180,2120
6327,180,2143
6328,180,2173
6329,180,2181
6330,180,2270
6331,180,2274
6332,180,2297
6333,180,2375
6334,180,2421
6335,180,2427
6336,180,2467
6337,180,2647
6338,180,2779
6339,180,2783
6340,180,2890
6341,180,2917
6342,180,3301
6343,180,3399
6344,180,3482
6345,180,3506
6346,180,3624
6347,180,3729
6348,180,3777
6349,180,3862
6350,180,4031
6351,180,4349
6352,180,4449
6353,180,4546
6354,180,4941
6355,180,5054
6356,180,5977
6357,180,6204
6358,181,7946
6359,181,9293
6360,183,4
6361,183,62
6362,183,194
6363,184,1
6364,184,7
6365,184,14
6366,184,15
6367,184,19
6368,184,25
6369,184,32
6370,184,34
6371,184,36
6372,184,38
6373,184,44
6374,184,50
6375,184,53
6376,184,61
6377,184,63
6378,184,71
6379,184,73
6380,184,86
6381,184,108
6382,184,116
6383,184,120
6384,184,128
6385,184,138
6386,184,142
6387,184,160
6388,184,164
6389,184,167
6390,184,177
6391,184,195
6392,184,209
6393,184,247
6394,184,256
6395,184,353
6396,184,530
6397,184,544
6398,184,675
6399,184,728
6400,184,761
6401,184,896
6402,184,1042
6403,184,1151
6404,184,1321
6405,184,1661
6406,184,1758
6407,185,114
6408,185,196
6409,185,198
6410,185,306
6411,185,359
6412,185,404
6413,185,444
6414,185,447
6415,185,555
6416,185,578
6417,185,609
6418,185,743
6419,185,814
6420,185,834
6421,185,856
6422,185,908
6423,185,1043
6424,185,1100
6425,185,1163
6426,185,1231
6427,185,1236
6428,185,1344
6429,185,1441
6430,185,1538
6431,185,1646
6432,185,2127
6433,185,2137
6434,185,2223
6435,185,2282
6436,185,2382
6437,185,3335
6438,185,4654
6439,186,187
6440,186,203
6441,186,213
6442,186,215
6443,186,222
6444,186,228
6445,186,259
6446,186,305
6447,186,307
6448,186,323
6449,186,327
6450,186,338
6451,186,339
6452,186,340
6453,186,342
6454,186,346
6455,186,359
6456,186,368
6457,186,404
6458,186,428
6459,186,473
6460,186,478
6461,186,487
6462,186,495
6463,186,521
6464,186,548
6465,186,599
6466,186,659
6467,186,698
6468,186,701
6469,186,725
6470,186,726
6471,186,740
6472,186,743
6473,186,765
6474,186,779
6475,186,787
6476,186,793
6477,186,821
6478,186,839
6479,186,853
6480,186,900
6481,186,910
6482,186,936
6483,186,941
6484,186,954
6485,186,1032
6486,186,1040
6487,186,1146
6488,186,1292
6489,186,1293
6490,186,1312
6491,186,1331
6492,186,1427
6493,186,1481
6494,186,1495
6495,186,1498
6496,186,1505
6497,186,1538
6498,186,1539
6499,186,1545
6500,186,1633
6501,186,1664
6502,186,1678
6503,186,1686
6504,186,1689
6505,186,1750
6506,186,1789
6507,186,1793
6508,186,1827
6509,186,1864
6510,186,1970
6511,186,2108
6512,186,2120
6513,186,2173
6514,186,2181
6515,186,2196
6516,186,2270
6517,186,2297
6518,186,2375
6519,186,2421
6520,186,2427
6521,186,2467
6522,186,2647
6523,186,2779
6524,186,2783
6525,186,2835
6526,186,2890
6527,186,2917
6528,186,2950
6529,186,3301
6530,186,3360
6531,186,3399
6532,186,3482
6533,186,3506
6534,186,3624
6535,186,3729
6536,186,3777
6537,186,3857
6538,186,3862
6539,186,3951
6540,186,4031
6541,186,4349
6542,186,4449
6543,186,4623
6544,186,4854
6545,186,4941
6546,186,5054
6547,186,5458
6548,186,5921
6549,186,5977
6550,186,6204
6551,186,9765
6552,187,7026
6553,187,7607
6554,189,7
6555,189,14
6556,189,15
6557,189,19
6558,189,25
6559,189,32
6560,189,34
6561,189,36
6562,189,38
6563,189,40
6564,189,44
6565,189,50
6566,189,61
6567,189,63
6568,189,71
6569,189,73
6570,189,86
6571,189,108
6572,189,116
6573,189,120
6574,189,128
6575,189,138
6576,189,142
6577,189,164
6578,189,167
6579,189,177
6580,189,195
6581,189,209
6582,189,247
6583,189,256
6584,189,281
6585,189,286
6586,189,353
6587,189,530
6588,189,544
6589,189,612
6590,189,675
6591,189,728
6592,189,761
6593,189,896
6594,189,1758
6595,190,7041
6596,190,8173
6597,190,8428
6598,190,8441
6599,191,104
6600,191,114
6601,191,157
6602,191,196
6603,191,260
6604,191,285
6605,191,322
6606,191,359
6607,191,386
6608,191,409
6609,191,423
6610,191,430
6611,191,444
6612,191,447
6613,191,483
6614,191,488
6615,191,533
6616,191,555
6617,191,561
6618,191,578
6619,191,597
6620,191,604
6621,191,609
6622,191,625
6623,191,640
6624,191,686
6625,191,743
6626,191,774
6627,191,814
6628,191,817
6629,191,834
6630,191,856
6631,191,908
6632,191,948
6633,191,978
6634,191,1009
6635,191,1043
6636,191,1058
6637,191,1059
6638,191,1097
6639,191,1100
6640,191,1163
6641,191,1178
6642,191,1199
6643,191,1229
6644,191,1231
6645,191,1236
6646,191,1275
6647,191,1286
6648,191,1314
6649,191,1327
6650,191,1334
6651,191,1335
6652,191,1342
6653,191,1344
6654,191,1441
6655,191,1460
6656,191,1466
6657,191,1469
6658,191,1535
6659,191,1549
6660,191,1562
6661,191,1567
6662,191,1574
6663,191,1625
6664,191,1646
6665,191,1789
6666,191,1803
6667,191,1812
6668,191,1851
6669,191,1862
6670,191,1955
6671,191,1996
6672,191,2122
6673,191,2127
6674,191,2137
6675,191,2155
6676,191,2223
6677,191,2282
6678,191,2327
6679,191,2382
6680,191,2419
6681,191,2528
6682,191,2674
6683,191,2772
6684,191,2785
6685,191,2792
6686,191,2841
6687,191,2872
6688,191,2967
6689,191,2975
6690,191,3024
6691,191,3087
6692,191,3170
6693,191,3209
6694,191,3243
6695,191,3335
6696,191,3382
6697,191,3421
6698,191,3450
6699,191,3479
6700,191,3518
6701,191,3520
6702,191,3562
6703,191,3603
6704,191,3723
6705,191,3731
6706,191,3753
6707,191,3809
6708,191,3904
6709,191,4132
6710,191,4262
6711,191,4369
6712,191,4654
6713,191,4671
6714,191,4762
6715,191,4839
6716,191,4941
6717,191,5130
6718,191,5145
6719,191,5164
6720,191,5376
6721,191,5399
6722,191,5421
6723,191,5423
6724,191,5489
6725,191,5545
6726,191,5620
6727,191,5639
6728,191,5645
6729,191,5748
6730,191,6377
6731,192,3
6732,192,16
6733,192,20
6734,192,48
6735,192,66
6736,192,76
6737,192,79
6738,192,82
6739,192,98
6740,192,121
6741,192,126
6742,192,129
6743,192,131
6744,192,154
6745,192,171
6746,192,198
6747,192,201
6748,192,210
6749,192,234
6750,192,239
6751,192,242
6752,192,250
6753,192,261
6754,192,306
6755,192,361
6756,192,378
6757,192,429
6758,192,448
6759,192,527
6760,192,541
6761,192,602
6762,192,603
6763,192,631
6764,192,668
6765,192,768
6766,192,1101
6767,192,1683
6768,192,1757
6769,192,1821
6770,192,2089
6771,196,187
6772,196,213
6773,196,215
6774,196,222
6775,196,259
6776,196,305
6777,196,307
6778,196,323
6779,196,327
6780,196,338
6781,196,340
6782,196,342
6783,196,346
6784,196,359
6785,196,368
6786,196,404
6787,196,428
6788,196,473
6789,196,478
6790,196,487
6791,196,521
6792,196,548
6793,196,599
6794,196,659
6795,196,698
6796,196,701
6797,196,725
6798,196,726
6799,196,743
6800,196,765
6801,196,779
6802,196,787
6803,196,793
6804,196,821
6805,196,839
6806,196,853
6807,196,900
6808,196,910
6809,196,936
6810,196,954
6811,196,1032
6812,196,1040
6813,196,1146
6814,196,1291
6815,196,1292
6816,196,1312
6817,196,1331
6818,196,1448
6819,196,1481
6820,196,1495
6821,196,1498
6822,196,1505
6823,196,1538
6824,196,1539
6825,196,1545
6826,196,1633
6827,196,1664
6828,196,1678
6829,196,1686
6830,196,1689
6831,196,1750
6832,196,1789
6833,196,1827
6834,196,1864
6835,196,1970
6836,196,2108
6837,196,2173
6838,196,2181
6839,196,2270
6840,196,2274
6841,196,2285
6842,196,2297
6843,196,2375
6844,196,2421
6845,196,2427
6846,196,2467
6847,196,2647
6848,196,2779
6849,196,2783
6850,196,2867
6851,196,2890
6852,196,2917
6853,196,2950
6854,196,3301
6855,196,3360
6856,196,3399
6857,196,3482
6858,196,3624
6859,196,3729
6860,196,3777
6861,196,3862
6862,196,4031
6863,196,4449
6864,196,4941
6865,196,5054
6866,196,5921
6867,196,5977
6868,197,8478
6869,199,187
6870,199,196
6871,199,215
6872,199,222
6873,199,259
6874,199,305
6875,199,307
6876,199,327
6877,199,338
6878,199,340
6879,199,342
6880,199,346
6881,199,359
6882,199,368
6883,199,404
6884,199,428
6885,199,444
6886,199,447
6887,199,487
6888,199,521
6889,199,533
6890,199,548
6891,199,555
6892,199,578
6893,199,599
6894,199,609
6895,199,698
6896,199,725
6897,199,726
6898,199,743
6899,199,779
6900,199,787
6901,199,793
6902,199,814
6903,199,821
6904,199,834
6905,199,839
6906,199,853
6907,199,856
6908,199,900
6909,199,908
6910,199,910
6911,199,936
6912,199,954
6913,199,1032
6914,199,1040
6915,199,1043
6916,199,1146
6917,199,1231
6918,199,1291
6919,199,1292
6920,199,1312
6921,199,1441
6922,199,1448
6923,199,1498
6924,199,1505
6925,199,1506
6926,199,1538
6927,199,1545
6928,199,1646
6929,199,1664
6930,199,1686
6931,199,1689
6932,199,1719
6933,199,1789
6934,199,1827
6935,199,1864
6936,199,1955
6937,199,1970
6938,199,2109
6939,199,2127
6940,199,2137
6941,199,2157
6942,199,2173
6943,199,2181
6944,199,2223
6945,199,2270
6946,199,2274
6947,199,2282
6948,199,2285
6949,199,2297
6950,199,2313
6951,199,2324
6952,199,2382
6953,199,2421
6954,199,2427
6955,199,2528
6956,199,2645
6957,199,2647
6958,199,2729
6959,199,2779
6960,199,2783
6961,199,2867
6962,199,2890
6963,199,2895
6964,199,2917
6965,199,3024
6966,199,3175
6967,199,3301
6968,199,3335
6969,199,3360
6970,199,3399
6971,199,3482
6972,199,3506
6973,199,3510
6974,199,3729
6975,199,3777
6976,199,3862
6977,199,4031
6978,199,4449
6979,199,4546
6980,199,4654
6981,199,5054
6982,199,5371
6983,199,5977
6984,200,104
6985,200,114
6986,200,157
6987,200,196
6988,200,233
6989,200,260
6990,200,262
6991,200,285
6992,200,305
6993,200,322
6994,200,330
6995,200,359
6996,200,381
6997,200,386
6998,200,404
6999,200,409
7000,200,423
7001,200,430
7002,200,444
7003,200,447
7004,200,483
7005,200,533
7006,200,555
7007,200,561
7008,200,578
7009,200,599
7010,200,604
7011,200,609
7012,200,640
7013,200,743
