	feature
5452	ENSMUSG00000032977
5453	ENSMUSG00000032997
5454	ENSMUSG00000032998
5455	ENSMUSG00000033004
5456	ENSMUSG00000033009
5457	ENSMUSG00000033014
5458	ENSMUSG00000033020
5459	ENSMUSG00000033021
5460	ENSMUSG00000033047
5461	ENSMUSG00000033054
5462	ENSMUSG00000033055
5463	ENSMUSG00000033059
5464	ENSMUSG00000033060
5465	ENSMUSG00000033065
5466	ENSMUSG00000033068
5467	ENSMUSG00000033075
5468	ENSMUSG00000033088
5469	ENSMUSG00000033096
5470	ENSMUSG00000033099
5471	ENSMUSG00000033102
5472	ENSMUSG00000033105
5473	ENSMUSG00000033106
5474	ENSMUSG00000033124
5475	ENSMUSG00000033126
5476	ENSMUSG00000033128
5477	ENSMUSG00000033149
5478	ENSMUSG00000033157
5479	ENSMUSG00000033159
5480	ENSMUSG00000033161
5481	ENSMUSG00000033166
5482	ENSMUSG00000033184
5483	ENSMUSG00000033186
5484	ENSMUSG00000033216
5485	ENSMUSG00000033222
5486	ENSMUSG00000033228
5487	ENSMUSG00000033237
5488	ENSMUSG00000033253
5489	ENSMUSG00000033257
5490	ENSMUSG00000033272
5491	ENSMUSG00000033282
5492	ENSMUSG00000033285
5493	ENSMUSG00000033287
5494	ENSMUSG00000033294
5495	ENSMUSG00000033295
5496	ENSMUSG00000033306
5497	ENSMUSG00000033307
5498	ENSMUSG00000033318
5499	ENSMUSG00000033319
5500	ENSMUSG00000033323
5501	ENSMUSG00000033326
5502	ENSMUSG00000033335
5503	ENSMUSG00000033350
5504	ENSMUSG00000033352
5505	ENSMUSG00000033356
5506	ENSMUSG00000033361
5507	ENSMUSG00000033364
5508	ENSMUSG00000033365
5509	ENSMUSG00000033373
5510	ENSMUSG00000033379
5511	ENSMUSG00000033382
5512	ENSMUSG00000033386
5513	ENSMUSG00000033389
5514	ENSMUSG00000033392
5515	ENSMUSG00000033396
5516	ENSMUSG00000033400
5517	ENSMUSG00000033405
5518	ENSMUSG00000033411
5519	ENSMUSG00000033416
5520	ENSMUSG00000033417
5521	ENSMUSG00000033420
5522	ENSMUSG00000033423
5523	ENSMUSG00000033429
5524	ENSMUSG00000033430
5525	ENSMUSG00000033434
5526	ENSMUSG00000033436
5527	ENSMUSG00000033439
5528	ENSMUSG00000033444
5529	ENSMUSG00000033446
5530	ENSMUSG00000033450
5531	ENSMUSG00000033454
5532	ENSMUSG00000033458
5533	ENSMUSG00000033460
5534	ENSMUSG00000033467
5535	ENSMUSG00000033475
5536	ENSMUSG00000033478
5537	ENSMUSG00000033487
5538	ENSMUSG00000033499
5539	ENSMUSG00000033502
5540	ENSMUSG00000033526
5541	ENSMUSG00000033530
5542	ENSMUSG00000033542
5543	ENSMUSG00000033543
5544	ENSMUSG00000033545
5545	ENSMUSG00000033554
5546	ENSMUSG00000033557
5547	ENSMUSG00000033565
5548	ENSMUSG00000033577
5549	ENSMUSG00000033581
5550	ENSMUSG00000033585
5551	ENSMUSG00000033589
5552	ENSMUSG00000033590
5553	ENSMUSG00000033596
5554	ENSMUSG00000033610
5555	ENSMUSG00000033623
5556	ENSMUSG00000033624
5557	ENSMUSG00000033628
5558	ENSMUSG00000033629
5559	ENSMUSG00000033653
5560	ENSMUSG00000033658
5561	ENSMUSG00000033669
5562	ENSMUSG00000033671
5563	ENSMUSG00000033676
5564	ENSMUSG00000033684
5565	ENSMUSG00000033685
5566	ENSMUSG00000033697
5567	ENSMUSG00000033701
5568	ENSMUSG00000033703
5569	ENSMUSG00000033706
5570	ENSMUSG00000033707
5571	ENSMUSG00000033712
5572	ENSMUSG00000033713
5573	ENSMUSG00000033720
5574	ENSMUSG00000033728
5575	ENSMUSG00000033732
5576	ENSMUSG00000033735
5577	ENSMUSG00000033737
5578	ENSMUSG00000033739
5579	ENSMUSG00000033751
5580	ENSMUSG00000033752
5581	ENSMUSG00000033760
5582	ENSMUSG00000033762
5583	ENSMUSG00000033763
5584	ENSMUSG00000033768
5585	ENSMUSG00000033769
5586	ENSMUSG00000033773
5587	ENSMUSG00000033781
5588	ENSMUSG00000033790
5589	ENSMUSG00000033792
5590	ENSMUSG00000033793
5591	ENSMUSG00000033799
5592	ENSMUSG00000033808
5593	ENSMUSG00000033809
5594	ENSMUSG00000033813
5595	ENSMUSG00000033819
5596	ENSMUSG00000033826
5597	ENSMUSG00000033837
5598	ENSMUSG00000033845
5599	ENSMUSG00000033855
5600	ENSMUSG00000033862
5601	ENSMUSG00000033863
5602	ENSMUSG00000033885
5603	ENSMUSG00000033900
5604	ENSMUSG00000033902
5605	ENSMUSG00000033904
5606	ENSMUSG00000033906
5607	ENSMUSG00000033909
5608	ENSMUSG00000033916
5609	ENSMUSG00000033917
5610	ENSMUSG00000033918
5611	ENSMUSG00000033931
5612	ENSMUSG00000033933
5613	ENSMUSG00000033938
5614	ENSMUSG00000033940
5615	ENSMUSG00000033943
5616	ENSMUSG00000033949
5617	ENSMUSG00000033952
5618	ENSMUSG00000033953
5619	ENSMUSG00000033955
5620	ENSMUSG00000033961
5621	ENSMUSG00000033964
5622	ENSMUSG00000033965
5623	ENSMUSG00000033970
5624	ENSMUSG00000033972
5625	ENSMUSG00000033983
5626	ENSMUSG00000033985
5627	ENSMUSG00000033991
5628	ENSMUSG00000033998
5629	ENSMUSG00000034007
5630	ENSMUSG00000034021
5631	ENSMUSG00000034022
5632	ENSMUSG00000034023
5633	ENSMUSG00000034024
5634	ENSMUSG00000034032
5635	ENSMUSG00000034042
5636	ENSMUSG00000034064
5637	ENSMUSG00000034075
5638	ENSMUSG00000034083
5639	ENSMUSG00000034088
5640	ENSMUSG00000034101
5641	ENSMUSG00000034105
5642	ENSMUSG00000034108
5643	ENSMUSG00000034109
5644	ENSMUSG00000034111
5645	ENSMUSG00000034118
5646	ENSMUSG00000034120
5647	ENSMUSG00000034121
5648	ENSMUSG00000034126
5649	ENSMUSG00000034135
5650	ENSMUSG00000034152
5651	ENSMUSG00000034154
5652	ENSMUSG00000034157
5653	ENSMUSG00000034158
5654	ENSMUSG00000034160
5655	ENSMUSG00000034163
5656	ENSMUSG00000034165
5657	ENSMUSG00000034168
5658	ENSMUSG00000034173
5659	ENSMUSG00000034175
5660	ENSMUSG00000034187
5661	ENSMUSG00000034189
5662	ENSMUSG00000034190
5663	ENSMUSG00000034192
5664	ENSMUSG00000034194
5665	ENSMUSG00000034201
5666	ENSMUSG00000034203
5667	ENSMUSG00000034206
5668	ENSMUSG00000034210
5669	ENSMUSG00000034211
5670	ENSMUSG00000034216
5671	ENSMUSG00000034218
5672	ENSMUSG00000034220
5673	ENSMUSG00000034227
5674	ENSMUSG00000034235
5675	ENSMUSG00000034243
5676	ENSMUSG00000034247
5677	ENSMUSG00000034252
5678	ENSMUSG00000034254
5679	ENSMUSG00000034255
5680	ENSMUSG00000034259
5681	ENSMUSG00000034263
5682	ENSMUSG00000034269
5683	ENSMUSG00000034274
5684	ENSMUSG00000034275
5685	ENSMUSG00000034278
5686	ENSMUSG00000034285
5687	ENSMUSG00000034290
5688	ENSMUSG00000034292
5689	ENSMUSG00000034297
5690	ENSMUSG00000034300
5691	ENSMUSG00000034303
5692	ENSMUSG00000034311
5693	ENSMUSG00000034312
5694	ENSMUSG00000034317
5695	ENSMUSG00000034320
5696	ENSMUSG00000034321
5697	ENSMUSG00000034327
5698	ENSMUSG00000034329
5699	ENSMUSG00000034330
5700	ENSMUSG00000034333
5701	ENSMUSG00000034336
5702	ENSMUSG00000034341
5703	ENSMUSG00000034342
5704	ENSMUSG00000034343
5705	ENSMUSG00000034345
5706	ENSMUSG00000034349
5707	ENSMUSG00000034354
5708	ENSMUSG00000034371
5709	ENSMUSG00000034377
5710	ENSMUSG00000034390
5711	ENSMUSG00000034391
5712	ENSMUSG00000034401
5713	ENSMUSG00000034403
5714	ENSMUSG00000034412
5715	ENSMUSG00000034424
5716	ENSMUSG00000034429
5717	ENSMUSG00000034432
5718	ENSMUSG00000034435
5719	ENSMUSG00000034442
5720	ENSMUSG00000034445
5721	ENSMUSG00000034449
5722	ENSMUSG00000034453
5723	ENSMUSG00000034460
5724	ENSMUSG00000034462
5725	ENSMUSG00000034471
5726	ENSMUSG00000034473
5727	ENSMUSG00000034480
5728	ENSMUSG00000034484
5729	ENSMUSG00000034485
5730	ENSMUSG00000034486
5731	ENSMUSG00000034487
5732	ENSMUSG00000034501
5733	ENSMUSG00000034509
5734	ENSMUSG00000034518
5735	ENSMUSG00000034520
5736	ENSMUSG00000034522
5737	ENSMUSG00000034525
5738	ENSMUSG00000034532
5739	ENSMUSG00000034543
5740	ENSMUSG00000034544
5741	ENSMUSG00000034551
5742	ENSMUSG00000034557
5743	ENSMUSG00000034566
5744	ENSMUSG00000034573
5745	ENSMUSG00000034574
5746	ENSMUSG00000034575
5747	ENSMUSG00000034593
5748	ENSMUSG00000034595
5749	ENSMUSG00000034602
5750	ENSMUSG00000034610
5751	ENSMUSG00000034613
5752	ENSMUSG00000034614
5753	ENSMUSG00000034617
5754	ENSMUSG00000034620
5755	ENSMUSG00000034621
5756	ENSMUSG00000034636
5757	ENSMUSG00000034639
5758	ENSMUSG00000034640
5759	ENSMUSG00000034647
5760	ENSMUSG00000034653
5761	ENSMUSG00000034656
5762	ENSMUSG00000034659
5763	ENSMUSG00000034663
5764	ENSMUSG00000034667
5765	ENSMUSG00000034673
5766	ENSMUSG00000034674
5767	ENSMUSG00000034675
5768	ENSMUSG00000034681
5769	ENSMUSG00000034684
5770	ENSMUSG00000034686
5771	ENSMUSG00000034707
5772	ENSMUSG00000034708
5773	ENSMUSG00000034709
5774	ENSMUSG00000034714
5775	ENSMUSG00000034723
5776	ENSMUSG00000034724
5777	ENSMUSG00000034729
5778	ENSMUSG00000034744
5779	ENSMUSG00000034748
5780	ENSMUSG00000034751
5781	ENSMUSG00000034757
5782	ENSMUSG00000034761
5783	ENSMUSG00000034765
5784	ENSMUSG00000034781
5785	ENSMUSG00000034786
5786	ENSMUSG00000034789
5787	ENSMUSG00000034793
5788	ENSMUSG00000034801
5789	ENSMUSG00000034807
5790	ENSMUSG00000034813
5791	ENSMUSG00000034820
5792	ENSMUSG00000034826
5793	ENSMUSG00000034832
5794	ENSMUSG00000034845
5795	ENSMUSG00000034848
5796	ENSMUSG00000034850
5797	ENSMUSG00000034854
5798	ENSMUSG00000034867
5799	ENSMUSG00000034868
5800	ENSMUSG00000034875
5801	ENSMUSG00000034880
5802	ENSMUSG00000034883
5803	ENSMUSG00000034889
5804	ENSMUSG00000034892
5805	ENSMUSG00000034893
5806	ENSMUSG00000034902
5807	ENSMUSG00000034903
5808	ENSMUSG00000034906
5809	ENSMUSG00000034908
5810	ENSMUSG00000034926
5811	ENSMUSG00000034928
5812	ENSMUSG00000034931
5813	ENSMUSG00000034932
5814	ENSMUSG00000034936
5815	ENSMUSG00000034940
5816	ENSMUSG00000034951
5817	ENSMUSG00000034973
5818	ENSMUSG00000034974
5819	ENSMUSG00000034981
5820	ENSMUSG00000034993
5821	ENSMUSG00000034994
5822	ENSMUSG00000034998
5823	ENSMUSG00000035000
5824	ENSMUSG00000035007
5825	ENSMUSG00000035011
5826	ENSMUSG00000035021
5827	ENSMUSG00000035024
5828	ENSMUSG00000035027
5829	ENSMUSG00000035047
5830	ENSMUSG00000035048
5831	ENSMUSG00000035049
5832	ENSMUSG00000035051
5833	ENSMUSG00000035062
5834	ENSMUSG00000035064
5835	ENSMUSG00000035067
5836	ENSMUSG00000035069
5837	ENSMUSG00000035078
5838	ENSMUSG00000035086
5839	ENSMUSG00000035093
5840	ENSMUSG00000035105
5841	ENSMUSG00000035107
5842	ENSMUSG00000035125
5843	ENSMUSG00000035133
5844	ENSMUSG00000035139
5845	ENSMUSG00000035142
5846	ENSMUSG00000035150
5847	ENSMUSG00000035151
5848	ENSMUSG00000035152
5849	ENSMUSG00000035161
5850	ENSMUSG00000035168
5851	ENSMUSG00000035173
5852	ENSMUSG00000035181
5853	ENSMUSG00000035183
5854	ENSMUSG00000035198
5855	ENSMUSG00000035199
5856	ENSMUSG00000035202
5857	ENSMUSG00000035203
5858	ENSMUSG00000035206
5859	ENSMUSG00000035212
5860	ENSMUSG00000035215
5861	ENSMUSG00000035227
5862	ENSMUSG00000035232
5863	ENSMUSG00000035234
5864	ENSMUSG00000035235
5865	ENSMUSG00000035236
5866	ENSMUSG00000035242
5867	ENSMUSG00000035246
5868	ENSMUSG00000035247
5869	ENSMUSG00000035248
5870	ENSMUSG00000035266
5871	ENSMUSG00000035268
5872	ENSMUSG00000035274
5873	ENSMUSG00000035278
5874	ENSMUSG00000035284
5875	ENSMUSG00000035293
5876	ENSMUSG00000035297
5877	ENSMUSG00000035299
5878	ENSMUSG00000035305
5879	ENSMUSG00000035310
5880	ENSMUSG00000035311
5881	ENSMUSG00000035325
5882	ENSMUSG00000035329
5883	ENSMUSG00000035337
5884	ENSMUSG00000035342
5885	ENSMUSG00000035351
5886	ENSMUSG00000035354
5887	ENSMUSG00000035356
5888	ENSMUSG00000035357
5889	ENSMUSG00000035365
5890	ENSMUSG00000035367
5891	ENSMUSG00000035370
5892	ENSMUSG00000035376
5893	ENSMUSG00000035378
5894	ENSMUSG00000035382
5895	ENSMUSG00000035392
5896	ENSMUSG00000035397
5897	ENSMUSG00000035399
5898	ENSMUSG00000035401
5899	ENSMUSG00000035413
5900	ENSMUSG00000035437
5901	ENSMUSG00000035439
5902	ENSMUSG00000035441
5903	ENSMUSG00000035443
5904	ENSMUSG00000035455
5905	ENSMUSG00000035469
5906	ENSMUSG00000035473
5907	ENSMUSG00000035476
5908	ENSMUSG00000035478
5909	ENSMUSG00000035495
5910	ENSMUSG00000035498
5911	ENSMUSG00000035504
5912	ENSMUSG00000035505
5913	ENSMUSG00000035521
5914	ENSMUSG00000035529
5915	ENSMUSG00000035530
5916	ENSMUSG00000035540
5917	ENSMUSG00000035545
5918	ENSMUSG00000035551
5919	ENSMUSG00000035559
5920	ENSMUSG00000035569
5921	ENSMUSG00000035572
5922	ENSMUSG00000035575
5923	ENSMUSG00000035578
5924	ENSMUSG00000035585
5925	ENSMUSG00000035596
5926	ENSMUSG00000035597
5927	ENSMUSG00000035601
5928	ENSMUSG00000035614
5929	ENSMUSG00000035620
5930	ENSMUSG00000035621
5931	ENSMUSG00000035623
5932	ENSMUSG00000035629
5933	ENSMUSG00000035632
5934	ENSMUSG00000035637
5935	ENSMUSG00000035640
5936	ENSMUSG00000035642
5937	ENSMUSG00000035649
5938	ENSMUSG00000035666
5939	ENSMUSG00000035671
5940	ENSMUSG00000035673
5941	ENSMUSG00000035674
5942	ENSMUSG00000035683
5943	ENSMUSG00000035696
5944	ENSMUSG00000035697
5945	ENSMUSG00000035704
5946	ENSMUSG00000035725
5947	ENSMUSG00000035726
5948	ENSMUSG00000035754
5949	ENSMUSG00000035757
5950	ENSMUSG00000035762
5951	ENSMUSG00000035764
5952	ENSMUSG00000035765
5953	ENSMUSG00000035769
5954	ENSMUSG00000035770
5955	ENSMUSG00000035772
5956	ENSMUSG00000035776
5957	ENSMUSG00000035778
5958	ENSMUSG00000035781
5959	ENSMUSG00000035790
5960	ENSMUSG00000035798
5961	ENSMUSG00000035799
5962	ENSMUSG00000035824
5963	ENSMUSG00000035828
5964	ENSMUSG00000035834
5965	ENSMUSG00000035840
5966	ENSMUSG00000035842
5967	ENSMUSG00000035845
5968	ENSMUSG00000035847
5969	ENSMUSG00000035851
5970	ENSMUSG00000035863
5971	ENSMUSG00000035873
5972	ENSMUSG00000035878
5973	ENSMUSG00000035885
5974	ENSMUSG00000035890
5975	ENSMUSG00000035898
5976	ENSMUSG00000035900
5977	ENSMUSG00000035901
5978	ENSMUSG00000035914
5979	ENSMUSG00000035919
5980	ENSMUSG00000035929
5981	ENSMUSG00000035933
5982	ENSMUSG00000035934
5983	ENSMUSG00000035936
5984	ENSMUSG00000035941
5985	ENSMUSG00000035949
5986	ENSMUSG00000035953
5987	ENSMUSG00000035954
5988	ENSMUSG00000035958
5989	ENSMUSG00000035960
5990	ENSMUSG00000035964
5991	ENSMUSG00000035967
5992	ENSMUSG00000035992
5993	ENSMUSG00000036009
5994	ENSMUSG00000036022
5995	ENSMUSG00000036023
5996	ENSMUSG00000036026
5997	ENSMUSG00000036030
5998	ENSMUSG00000036036
5999	ENSMUSG00000036052
6000	ENSMUSG00000036053
6001	ENSMUSG00000036054
6002	ENSMUSG00000036057
6003	ENSMUSG00000036061
6004	ENSMUSG00000036073
6005	ENSMUSG00000036078
6006	ENSMUSG00000036086
6007	ENSMUSG00000036087
6008	ENSMUSG00000036093
6009	ENSMUSG00000036097
6010	ENSMUSG00000036098
6011	ENSMUSG00000036099
6012	ENSMUSG00000036103
6013	ENSMUSG00000036104
6014	ENSMUSG00000036106
6015	ENSMUSG00000036109
6016	ENSMUSG00000036112
6017	ENSMUSG00000036114
6018	ENSMUSG00000036120
6019	ENSMUSG00000036138
6020	ENSMUSG00000036155
6021	ENSMUSG00000036158
6022	ENSMUSG00000036160
6023	ENSMUSG00000036167
6024	ENSMUSG00000036180
6025	ENSMUSG00000036181
6026	ENSMUSG00000036188
6027	ENSMUSG00000036197
6028	ENSMUSG00000036199
6029	ENSMUSG00000036202
6030	ENSMUSG00000036206
6031	ENSMUSG00000036208
6032	ENSMUSG00000036214
6033	ENSMUSG00000036223
6034	ENSMUSG00000036241
6035	ENSMUSG00000036246
6036	ENSMUSG00000036257
6037	ENSMUSG00000036270
6038	ENSMUSG00000036281
6039	ENSMUSG00000036282
6040	ENSMUSG00000036285
6041	ENSMUSG00000036291
6042	ENSMUSG00000036306
6043	ENSMUSG00000036309
6044	ENSMUSG00000036315
6045	ENSMUSG00000036323
6046	ENSMUSG00000036327
6047	ENSMUSG00000036333
6048	ENSMUSG00000036339
6049	ENSMUSG00000036352
6050	ENSMUSG00000036371
6051	ENSMUSG00000036372
6052	ENSMUSG00000036376
6053	ENSMUSG00000036390
6054	ENSMUSG00000036391
6055	ENSMUSG00000036398
6056	ENSMUSG00000036402
6057	ENSMUSG00000036403
6058	ENSMUSG00000036427
6059	ENSMUSG00000036430
6060	ENSMUSG00000036435
6061	ENSMUSG00000036438
6062	ENSMUSG00000036442
6063	ENSMUSG00000036450
6064	ENSMUSG00000036452
6065	ENSMUSG00000036459
6066	ENSMUSG00000036461
6067	ENSMUSG00000036473
6068	ENSMUSG00000036478
6069	ENSMUSG00000036499
6070	ENSMUSG00000036501
6071	ENSMUSG00000036503
6072	ENSMUSG00000036504
6073	ENSMUSG00000036513
6074	ENSMUSG00000036523
6075	ENSMUSG00000036528
6076	ENSMUSG00000036529
6077	ENSMUSG00000036533
6078	ENSMUSG00000036534
6079	ENSMUSG00000036537
6080	ENSMUSG00000036550
6081	ENSMUSG00000036555
6082	ENSMUSG00000036565
6083	ENSMUSG00000036568
6084	ENSMUSG00000036572
6085	ENSMUSG00000036580
6086	ENSMUSG00000036591
6087	ENSMUSG00000036599
6088	ENSMUSG00000036606
6089	ENSMUSG00000036613
6090	ENSMUSG00000036615
6091	ENSMUSG00000036617
6092	ENSMUSG00000036620
6093	ENSMUSG00000036622
6094	ENSMUSG00000036632
6095	ENSMUSG00000036636
6096	ENSMUSG00000036639
6097	ENSMUSG00000036644
6098	ENSMUSG00000036646
6099	ENSMUSG00000036667
6100	ENSMUSG00000036672
6101	ENSMUSG00000036676
6102	ENSMUSG00000036678
6103	ENSMUSG00000036686
6104	ENSMUSG00000036693
6105	ENSMUSG00000036698
6106	ENSMUSG00000036707
6107	ENSMUSG00000036712
6108	ENSMUSG00000036721
6109	ENSMUSG00000036733
6110	ENSMUSG00000036737
6111	ENSMUSG00000036748
6112	ENSMUSG00000036751
6113	ENSMUSG00000036752
6114	ENSMUSG00000036764
6115	ENSMUSG00000036768
6116	ENSMUSG00000036769
6117	ENSMUSG00000036775
6118	ENSMUSG00000036777
6119	ENSMUSG00000036779
6120	ENSMUSG00000036781
6121	ENSMUSG00000036782
6122	ENSMUSG00000036792
6123	ENSMUSG00000036810
6124	ENSMUSG00000036817
6125	ENSMUSG00000036819
6126	ENSMUSG00000036820
6127	ENSMUSG00000036822
6128	ENSMUSG00000036825
6129	ENSMUSG00000036833
6130	ENSMUSG00000036834
6131	ENSMUSG00000036835
6132	ENSMUSG00000036840
6133	ENSMUSG00000036845
6134	ENSMUSG00000036850
6135	ENSMUSG00000036860
6136	ENSMUSG00000036863
6137	ENSMUSG00000036864
6138	ENSMUSG00000036875
6139	ENSMUSG00000036879
6140	ENSMUSG00000036880
6141	ENSMUSG00000036885
6142	ENSMUSG00000036890
6143	ENSMUSG00000036893
6144	ENSMUSG00000036894
6145	ENSMUSG00000036898
6146	ENSMUSG00000036902
6147	ENSMUSG00000036916
6148	ENSMUSG00000036918
6149	ENSMUSG00000036932
6150	ENSMUSG00000036940
6151	ENSMUSG00000036943
6152	ENSMUSG00000036955
6153	ENSMUSG00000036959
6154	ENSMUSG00000036966
6155	ENSMUSG00000036968
6156	ENSMUSG00000036975
6157	ENSMUSG00000036977
6158	ENSMUSG00000036980
6159	ENSMUSG00000036983
6160	ENSMUSG00000036985
6161	ENSMUSG00000036986
6162	ENSMUSG00000036990
6163	ENSMUSG00000036992
6164	ENSMUSG00000037001
6165	ENSMUSG00000037007
6166	ENSMUSG00000037010
6167	ENSMUSG00000037012
6168	ENSMUSG00000037013
6169	ENSMUSG00000037016
6170	ENSMUSG00000037017
6171	ENSMUSG00000037020
6172	ENSMUSG00000037022
6173	ENSMUSG00000037025
6174	ENSMUSG00000037029
6175	ENSMUSG00000037032
6176	ENSMUSG00000037049
6177	ENSMUSG00000037058
6178	ENSMUSG00000037062
6179	ENSMUSG00000037070
6180	ENSMUSG00000037071
6181	ENSMUSG00000037072
6182	ENSMUSG00000037075
6183	ENSMUSG00000037085
6184	ENSMUSG00000037089
6185	ENSMUSG00000037098
6186	ENSMUSG00000037103
6187	ENSMUSG00000037104
6188	ENSMUSG00000037108
6189	ENSMUSG00000037110
6190	ENSMUSG00000037111
6191	ENSMUSG00000037112
6192	ENSMUSG00000037119
6193	ENSMUSG00000037134
6194	ENSMUSG00000037138
6195	ENSMUSG00000037148
6196	ENSMUSG00000037149
6197	ENSMUSG00000037151
6198	ENSMUSG00000037152
6199	ENSMUSG00000037161
6200	ENSMUSG00000037166
6201	ENSMUSG00000037169
6202	ENSMUSG00000037171
6203	ENSMUSG00000037174
6204	ENSMUSG00000037190
6205	ENSMUSG00000037197
6206	ENSMUSG00000037204
6207	ENSMUSG00000037210
6208	ENSMUSG00000037211
6209	ENSMUSG00000037214
6210	ENSMUSG00000037216
6211	ENSMUSG00000037221
6212	ENSMUSG00000037234
6213	ENSMUSG00000037235
6214	ENSMUSG00000037236
6215	ENSMUSG00000037239
6216	ENSMUSG00000037242
6217	ENSMUSG00000037243
6218	ENSMUSG00000037251
6219	ENSMUSG00000037253
6220	ENSMUSG00000037257
6221	ENSMUSG00000037260
6222	ENSMUSG00000037262
6223	ENSMUSG00000037266
6224	ENSMUSG00000037275
6225	ENSMUSG00000037278
6226	ENSMUSG00000037279
6227	ENSMUSG00000037286
6228	ENSMUSG00000037287
6229	ENSMUSG00000037295
6230	ENSMUSG00000037296
6231	ENSMUSG00000037300
6232	ENSMUSG00000037313
6233	ENSMUSG00000037315
6234	ENSMUSG00000037316
6235	ENSMUSG00000037325
6236	ENSMUSG00000037326
6237	ENSMUSG00000037331
6238	ENSMUSG00000037337
6239	ENSMUSG00000037339
6240	ENSMUSG00000037343
6241	ENSMUSG00000037344
6242	ENSMUSG00000037347
6243	ENSMUSG00000037349
6244	ENSMUSG00000037351
6245	ENSMUSG00000037355
6246	ENSMUSG00000037361
6247	ENSMUSG00000037364
6248	ENSMUSG00000037366
6249	ENSMUSG00000037369
6250	ENSMUSG00000037373
6251	ENSMUSG00000037376
6252	ENSMUSG00000037386
6253	ENSMUSG00000037395
6254	ENSMUSG00000037400
6255	ENSMUSG00000037408
6256	ENSMUSG00000037415
6257	ENSMUSG00000037416
6258	ENSMUSG00000037426
6259	ENSMUSG00000037434
6260	ENSMUSG00000037443
6261	ENSMUSG00000037455
6262	ENSMUSG00000037458
6263	ENSMUSG00000037461
6264	ENSMUSG00000037463
6265	ENSMUSG00000037465
6266	ENSMUSG00000037470
6267	ENSMUSG00000037474
6268	ENSMUSG00000037475
6269	ENSMUSG00000037486
6270	ENSMUSG00000037487
6271	ENSMUSG00000037499
6272	ENSMUSG00000037503
6273	ENSMUSG00000037514
6274	ENSMUSG00000037519
6275	ENSMUSG00000037523
6276	ENSMUSG00000037525
6277	ENSMUSG00000037526
6278	ENSMUSG00000037531
6279	ENSMUSG00000037533
6280	ENSMUSG00000037536
6281	ENSMUSG00000037544
6282	ENSMUSG00000037552
6283	ENSMUSG00000037553
6284	ENSMUSG00000037563
6285	ENSMUSG00000037568
6286	ENSMUSG00000037570
6287	ENSMUSG00000037572
6288	ENSMUSG00000037573
6289	ENSMUSG00000037600
6290	ENSMUSG00000037601
6291	ENSMUSG00000037608
6292	ENSMUSG00000037617
6293	ENSMUSG00000037622
6294	ENSMUSG00000037628
6295	ENSMUSG00000037640
6296	ENSMUSG00000037643
6297	ENSMUSG00000037646
6298	ENSMUSG00000037652
6299	ENSMUSG00000037656
6300	ENSMUSG00000037664
6301	ENSMUSG00000037669
6302	ENSMUSG00000037674
6303	ENSMUSG00000037685
6304	ENSMUSG00000037692
6305	ENSMUSG00000037706
6306	ENSMUSG00000037710
6307	ENSMUSG00000037712
6308	ENSMUSG00000037720
6309	ENSMUSG00000037722
6310	ENSMUSG00000037725
6311	ENSMUSG00000037730
6312	ENSMUSG00000037740
6313	ENSMUSG00000037742
6314	ENSMUSG00000037750
6315	ENSMUSG00000037754
6316	ENSMUSG00000037761
6317	ENSMUSG00000037772
6318	ENSMUSG00000037773
6319	ENSMUSG00000037784
6320	ENSMUSG00000037787
6321	ENSMUSG00000037788
6322	ENSMUSG00000037791
6323	ENSMUSG00000037795
6324	ENSMUSG00000037805
6325	ENSMUSG00000037808
6326	ENSMUSG00000037815
6327	ENSMUSG00000037816
6328	ENSMUSG00000037818
6329	ENSMUSG00000037822
6330	ENSMUSG00000037824
6331	ENSMUSG00000037826
6332	ENSMUSG00000037845
6333	ENSMUSG00000037846
6334	ENSMUSG00000037851
6335	ENSMUSG00000037852
6336	ENSMUSG00000037857
6337	ENSMUSG00000037876
6338	ENSMUSG00000037885
6339	ENSMUSG00000037890
6340	ENSMUSG00000037892
6341	ENSMUSG00000037894
6342	ENSMUSG00000037896
6343	ENSMUSG00000037902
6344	ENSMUSG00000037904
6345	ENSMUSG00000037905
6346	ENSMUSG00000037916
6347	ENSMUSG00000037926
6348	ENSMUSG00000037933
6349	ENSMUSG00000037935
6350	ENSMUSG00000037936
6351	ENSMUSG00000037938
6352	ENSMUSG00000037949
6353	ENSMUSG00000037957
6354	ENSMUSG00000037958
6355	ENSMUSG00000037960
6356	ENSMUSG00000037965
6357	ENSMUSG00000037966
6358	ENSMUSG00000037972
6359	ENSMUSG00000037979
6360	ENSMUSG00000037991
6361	ENSMUSG00000037992
6362	ENSMUSG00000037993
6363	ENSMUSG00000037995
6364	ENSMUSG00000037997
6365	ENSMUSG00000038000
6366	ENSMUSG00000038002
6367	ENSMUSG00000038005
6368	ENSMUSG00000038007
6369	ENSMUSG00000038009
6370	ENSMUSG00000038010
6371	ENSMUSG00000038013
6372	ENSMUSG00000038014
6373	ENSMUSG00000038022
6374	ENSMUSG00000038023
6375	ENSMUSG00000038024
6376	ENSMUSG00000038028
6377	ENSMUSG00000038034
6378	ENSMUSG00000038037
6379	ENSMUSG00000038039
6380	ENSMUSG00000038046
6381	ENSMUSG00000038047
6382	ENSMUSG00000038056
6383	ENSMUSG00000038069
6384	ENSMUSG00000038072
